ISO3CD,country,reference,mean00_ssp126,mean50_ssp126,mean00_ssp585,mean50_ssp585,rel_change_mean50_ssp126,rel_change_mean50_ssp585,rel_change_mean00_ssp126,rel_change_mean00_ssp585
ROU,Romania,20.6358064,7.9076200000000005,15.42556,5.20587,14.03604,-25.24857182222837,-31.982110473763704,-61.68010182533985,-74.7726359751078
RUS,Russian Federation,143.7083739,122.31544,134.22244,143.40100999999999,140.54333,-6.600821958086321,-2.202407427003807,-14.88635165747986,-0.21388029914936835
RWA,Rwanda,9.9242129,15.9062,17.23047,14.35875,16.76717,73.62051956785407,68.95213926738714,60.27669055749498,44.68401821569144
SAU,Saudi Arabia,27.1830541,43.90739,43.948370000000004,51.76395,47.231230000000004,61.675615397461925,73.75247765114077,61.52485971030017,90.42727800037746
SDN,Sudan,34.2955263,51.20063,55.63696,39.14183,51.37007,62.22803963792794,49.786504369813386,49.29244576135867,14.13100839336004
SEN,Senegal,12.5570381,22.798000000000002,22.62911,21.10058,22.10977,80.21057051662527,76.07472258923863,81.55555329564544,68.03787511005483
SGP,Singapore,4.9732709,8.12634,7.06588,11.37568,8.19004,42.07711870270328,64.68115581638635,63.400308637922784,128.73638353382276
SGS,South Georgia and the South Sandwich Islands,2.9999999999999997e-5,2.9999999999999997e-5,2.9999999999999997e-5,2.9999999999999997e-5,2.9999999999999997e-5,0,0,0,0
SHN,Saint Helena,0.005328699999999999,0.004591899999999996,0.0059134,0.004591899999999996,0.0059134,10.97265749619985,10.97265749619985,-13.827012216863455,-13.827012216863455
SJM,Svalbard and Jan Mayen Islands,0.002529999999999999,0.002572,0.002572,0.002572,0.002572,1.660079051383449,1.660079051383449,1.660079051383449,1.660079051383449
SLB,Solomon Islands,0.5245542,0.74986,0.82551,0.69808,0.80886,57.373632696106526,54.199508840077925,42.95186274364022,33.080623508495414
SLE,Sierra Leone,6.3443432,6.33001,8.87717,6.36312,8.87167,39.92260065628227,39.8359092553505,-0.22592094324279727,0.2959612903665169
SLV,El Salvador,6.172034,3.81621,6.33176,1.97918,5.31806,2.587898900103273,-13.836184311363159,-38.16932959215714,-67.933099526023355
SMR,San Marino,0.0310819,0.029763,0.0339977,0.029763,0.0339977,9.381022395670792,9.381022395670792,-4.243305589426638,-4.243305589426638
SOM,Somalia,11.9028721,20.2076,21.406019999999998,18.48624,20.94086,79.83911630874366,75.93115194441181,69.77079002638364,55.30907032093539
SPM,Saint Pierre and Miquelon,0.006229799999999999,0.004071199999999999,0.005402499999999998,0.004071199999999999,0.005402499999999998,-13.279720055218489,-13.279720055218489,-34.64958746669235,-34.64958746669235
SRB,Serbia,9.023669,4.8484099999999994,7.45932,3.81533,6.96814,-17.336063634426306,-22.779304072434396,-46.270081493459045,-57.718639724041296
SSD,South Sudan,9.2000299,23.36093,20.29946,27.759140000000002,22.56247,120.64558724966751,145.243442089248,153.9223269263505,201.72880199008918
STP,Sao Tome and Principe,0.1773534,0.16969,0.24355,0.11258,0.2145,37.32468619152494,20.944960739405055,-4.320977212728929,-36.52222060586377
SUR,Suriname,0.5262292,0.33416,0.53715,0.20833000000000002,0.45255,2.0752934272746675,-14.001351502349157,-36.499152840625335,-60.41078678264148
SVK,Slovakia,5.4075478,3.28239,4.922750000000001,3.1109500000000003,4.83866,-8.965206003356995,-10.520254670703046,-39.299843082293236,-42.47022652300918
SVN,Slovenia,2.0349438,1.82091,2.05607,2.22778,2.1883,1.0381711770123514,7.53613932728755,-10.517921920005858,9.476242046586245
SWE,Sweden,9.3557088,12.00951,11.01624,14.65207,11.83451,17.74885511614042,26.49506577203428,28.365581451188394,56.61100952607674
SWZ,Eswatini,1.0614751,1.19706,1.62836,1.0413400000000002,1.55677,53.40538840713268,46.661000338114384,12.773252994818248,-1.8968980054265852
SXM,Sint Maarten (Dutch part),0.0349274,0.0678572,0.0536663,0.0678572,0.0536663,53.651001792289165,53.651001792289165,94.28070798284445,94.28070798284445
SYC,Seychelles,0.0912874,0.06369,0.09264,0.05624,0.08783,1.4816940782627126,-3.7873792001963023,-30.23133532119439,-38.39237397494068
SYR,Syrian Arab Republic,20.0340995,16.47453,21.78766,11.33811,19.29845,8.752879060024629,-3.6719868542132423,-17.767554264168442,-43.40594145496782
TCA,Turks and Caicos Islands,0.0321291,0.053429,0.0491801,0.053429,0.0491801,53.07026963095759,53.07026963095759,66.29472969986708,66.29472969986708
TCD,Chad,11.8097377,21.10621,21.36659,21.1644,21.4514,80.92349333042341,81.64162951730927,78.71870261775587,79.2114315968254
TGO,Togo,6.3513279,8.91736,10.13738,8.61546,10.05137,59.61040210189746,58.25619710171159,40.40150564419765,35.648168944324226
THA,Thailand,66.9941254,48.23968,67.13815,53.467079999999996,68.58728,0.21498093920932732,2.378051195515727,-27.994164097259787,-20.191390393164244
TJK,Tajikistan,7.4761603,9.7212,11.55602,8.0564,10.96212,54.57159205106932,46.62767463667145,30.029314646985288,7.761199288356617
TKL,Tokelau,0.0011619,0.001501,0.001538799999999996,0.001501,0.001538799999999996,32.438247697736124,32.438247697736124,29.184955676047846,29.184955676047846
TKM,Turkmenistan,5.0740519,6.81612,7.27476,6.27281,7.10488,43.371809027022366,40.02379439595405,34.332879015289535,23.625262879159752
TLS,Timor-Leste,1.0844963,1.80924,1.94651,1.14202,1.68143,79.48516744593779,55.042483777952945,66.82767843467975,5.30418591561815
TON,Tonga,0.1025546,0.04014,0.09279,0.018839999999999996,0.06292,-9.521367154666878,-38.64731567379717,-60.859873667295275,-81.62929795445548
TTO,Trinidad and Tobago,1.3268052,0.5904,1.13648,0.39746,0.99834,-14.344622707236901,-24.75609833304843,-55.502133998268924,-70.04383160391595
TUN,Tunisia,10.5793088,10.366299999999999,12.66944,9.71546,12.44327,19.756784110508242,17.618931777471136,-2.0134472301252875,-8.165455951148713
TUR,Turkey,72.155815,80.21737999999999,91.98521,80.83025,92.17249,27.481354066889814,27.740903487820063,11.17243980959814,12.021810023211577
TUV,Tuvalu,0.010477499999999997,0.0199068,0.0153495,0.0199068,0.0153495,46.49964209019331,46.49964209019331,89.9957050823193,89.9957050823193
TWN,Taiwan,23.1297143,13.13467,22.05064,13.40123,22.09338,-4.6653161643246,-4.48053221305894,-43.213003716176466,-42.06054676602729
TZA,United Republic of Tanzania,43.912495899999996,91.09218,86.08319,89.90065,85.88213999999999,96.03347119242204,95.57562884964597,107.44022432120512,104.72680533743018
UGA,Uganda,32.0654915,78.44946,68.84057999999999,74.29308999999999,67.81078,114.68743119063053,111.47587898348601,144.6538516336168,131.69172379596924
UKR,Ukraine,45.9258429,30.87173,38.56967,34.288560000000004,39.39508,-16.01750220680217,-14.220235247984963,-32.77917605732175,-25.339290833135685
UMI,United States Minor Outlying Islands,2.994e-4,3e-4,3e-4,3e-4,3e-4,0.20040080160319318,0.20040080160319318,0.20040080160319318,0.20040080160319318
URY,Uruguay,3.3565901,2.1972899999999997,3.23148,1.64819,2.98557,-3.7272975332913036,-11.05348252084757,-34.53803012765843,-50.89689384473844
USA,United States of America,307.2867864,390.57095000000004,367.82232999999997,478.78448,394.83198,19.70001519076057,28.48973580205986,27.103073508532766,55.81030528815475
UZB,Uzbekistan,28.343036599999998,35.85999,39.409349999999996,34.11952,38.88947,39.044205305792815,37.2099628873217,26.52134104783962,20.380608759472175
VAT,Holy See,7.892e-4,7.92599999999999e-4,7.992e-4,7.92599999999999e-4,7.992e-4,1.267105930055756,1.267105930055756,0.430816016218829,0.430816016218829
VCT,Saint Vincent and the Grenadines,0.1084931,0.02582,0.08009,0.01215,0.05772,-26.17963723038608,-46.79845999423004,-76.20125150816042,-88.80113113184157
VEN,Venezuela (Bolivarian Republic of),28.2709734,38.1896,39.4232,37.72409,39.33857,39.447621566507515,39.14826859127531,35.08413544756121,33.43753490992283
VGB,British Virgin Islands,0.026791999999999996,0.025341,0.0319104,0.025341,0.0319104,19.104210212003593,19.104210212003593,-5.415795759928328,-5.415795759928328
VIR,United States Virgin Islands,0.1063369,0.09373000000000001,0.10239000000000001,0.11432,0.10584,-3.711693683001845,-0.46728840129813315,-11.85562114374219,7.507365740396802
VNM,Viet Nam,87.6312877,78.43765,103.56794,71.77365,101.35945,18.186030033654283,15.665822858837203,-10.491273084419134,-18.09586292316916
VUT,Vanuatu,0.2346973,0.32545,0.35689,0.30074,0.34933000000000003,52.06395642387023,48.842786005633656,38.66797785914027,28.13952269582991
WLF,Wallis and Futuna Islands,0.013252799999999999,0.005826199999999998,0.009447399999999998,0.005826199999999998,0.009447399999999998,-28.713932150187137,-28.713932150187137,-56.03796933478209,-56.03796933478209
WSM,Samoa,0.1855898,0.07686,0.17535,0.03553,0.12109,-5.517436841895402,-34.753957383433786,-58.5860860887829,-80.85562891926172
YEM,Yemen,22.889240700000002,35.47433,39.513149999999996,33.95799,39.04465,72.62761363682978,70.58080043694937,54.98255475114995,48.35787016735772
ZAF,South Africa,51.0031004,62.66496,68.19129,68.76267,70.33341,33.70028383607831,37.90026380435492,22.865001359799685,34.820568672723276
ZMB,Zambia,13.501707,30.04358,27.29031,29.3447,27.16187,102.1248868754151,101.1735997529794,122.5169010111092,117.34066662830116
ZWE,Zimbabwe,12.7038918,18.13196,21.93171,15.994399999999999,21.1101,72.63772665318197,66.17033844699465,42.727601001765464,25.90157608237816
