x,y,rel_change_mean00_ssp126,rel_change_mean00_ssp585
91.5,-89.5,NA,NA
91.5,-88.5,NA,NA
91.5,-87.5,NA,NA
91.5,-86.5,NA,NA
91.5,-85.5,NA,NA
91.5,-84.5,NA,NA
91.5,-83.5,NA,NA
91.5,-82.5,NA,NA
91.5,-81.5,NA,NA
91.5,-80.5,NA,NA
91.5,-79.5,NA,NA
91.5,-78.5,NA,NA
91.5,-77.5,NA,NA
91.5,-76.5,NA,NA
91.5,-75.5,NA,NA
91.5,-74.5,NA,NA
91.5,-73.5,NA,NA
91.5,-72.5,NA,NA
91.5,-71.5,NA,NA
91.5,-70.5,NA,NA
91.5,-69.5,NA,NA
91.5,-68.5,NA,NA
91.5,-67.5,NA,NA
91.5,-66.5,75,62.5
91.5,-65.5,70,70
91.5,-64.5,60,90
91.5,-63.5,60,80
91.5,-62.5,60,80
91.5,-61.5,50,80
91.5,-60.5,60,70
91.5,-59.5,60,80
91.5,-58.5,70,70
91.5,-57.5,70,80
91.5,-56.5,60,80
91.5,-55.5,80,80
91.5,-54.5,90,80
91.5,-53.5,90,90
91.5,-52.5,90,80
91.5,-51.5,90,80
91.5,-50.5,100,80
91.5,-49.5,90,80
91.5,-48.5,80,90
91.5,-47.5,70,90
91.5,-46.5,70,90
91.5,-45.5,70,90
91.5,-44.5,70,90
91.5,-43.5,80,90
91.5,-42.5,100,100
91.5,-41.5,100,90
91.5,-40.5,60,90
91.5,-39.5,50,90
91.5,-38.5,90,100
91.5,-37.5,80,100
91.5,-36.5,90,100
91.5,-35.5,100,100
91.5,-34.5,100,100
91.5,-33.5,100,100
91.5,-32.5,100,100
91.5,-31.5,100,100
91.5,-30.5,100,90
91.5,-29.5,100,100
91.5,-28.5,100,100
91.5,-27.5,90,100
91.5,-26.5,90,100
91.5,-25.5,90,100
91.5,-24.5,80,100
91.5,-23.5,70,70
91.5,-22.5,60,50
91.5,-21.5,60,50
91.5,-20.5,50,50
91.5,-19.5,80,50
91.5,-18.5,90,50
91.5,-17.5,90,50
91.5,-16.5,100,50
91.5,-15.5,100,70
91.5,-14.5,90,90
91.5,-13.5,100,100
91.5,-12.5,100,100
91.5,-11.5,100,100
91.5,-10.5,90,100
91.5,-9.5,100,100
91.5,-8.5,100,100
91.5,-7.5,100,100
91.5,-6.5,100,100
91.5,-5.5,100,100
91.5,-4.5,100,100
91.5,-3.5,100,90
91.5,-2.5,90,90
91.5,-1.5,100,90
91.5,-0.5,90,90
91.5,0.5,100,90
91.5,1.5,100,100
91.5,2.5,90,100
91.5,3.5,90,100
91.5,4.5,90,100
91.5,5.5,70,100
91.5,6.5,90,90
91.5,7.5,90,90
91.5,8.5,90,90
91.5,9.5,90,90
91.5,10.5,90,100
91.5,11.5,80,100
91.5,12.5,70,100
91.5,13.5,70,100
91.5,14.5,80,100
91.5,15.5,70,90
91.5,16.5,80,80
91.5,17.5,70,80
91.5,18.5,70,70
91.5,19.5,70,70
91.5,20.5,60,90
91.5,21.5,66.66666666666666,100
91.5,22.5,66.66666666666666,100
91.5,23.5,NA,NA
91.5,24.5,NA,NA
91.5,25.5,NA,NA
91.5,26.5,NA,NA
91.5,27.5,NA,NA
91.5,28.5,NA,NA
91.5,29.5,NA,NA
91.5,30.5,NA,NA
91.5,31.5,NA,NA
91.5,32.5,NA,NA
91.5,33.5,NA,NA
91.5,34.5,NA,NA
91.5,35.5,NA,NA
91.5,36.5,NA,NA
91.5,37.5,NA,NA
91.5,38.5,NA,NA
91.5,39.5,NA,NA
91.5,40.5,NA,NA
91.5,41.5,NA,NA
91.5,42.5,NA,NA
91.5,43.5,NA,NA
91.5,44.5,NA,NA
91.5,45.5,NA,NA
91.5,46.5,NA,NA
91.5,47.5,NA,NA
91.5,48.5,NA,NA
91.5,49.5,NA,NA
91.5,50.5,NA,NA
91.5,51.5,NA,NA
91.5,52.5,NA,NA
91.5,53.5,NA,NA
91.5,54.5,NA,NA
91.5,55.5,NA,NA
91.5,56.5,NA,NA
91.5,57.5,NA,NA
91.5,58.5,NA,NA
91.5,59.5,NA,NA
91.5,60.5,NA,NA
91.5,61.5,NA,NA
91.5,62.5,NA,NA
91.5,63.5,NA,NA
91.5,64.5,NA,NA
91.5,65.5,NA,NA
91.5,66.5,NA,NA
91.5,67.5,NA,NA
91.5,68.5,NA,NA
91.5,69.5,NA,NA
91.5,70.5,NA,NA
91.5,71.5,NA,NA
91.5,72.5,NA,NA
91.5,73.5,NA,NA
91.5,74.5,NA,NA
91.5,75.5,100,66.66666666666666
91.5,76.5,80,80
91.5,77.5,80,80
91.5,78.5,60,70
91.5,79.5,100,100
91.5,80.5,50,50
91.5,81.5,62.5,50
91.5,82.5,60,50
91.5,83.5,60,50
91.5,84.5,60,60
91.5,85.5,60,60
91.5,86.5,70,60
91.5,87.5,80,60
91.5,88.5,80,70
91.5,89.5,70,90
92.5,-89.5,NA,NA
92.5,-88.5,NA,NA
92.5,-87.5,NA,NA
92.5,-86.5,NA,NA
92.5,-85.5,NA,NA
92.5,-84.5,NA,NA
92.5,-83.5,NA,NA
92.5,-82.5,NA,NA
92.5,-81.5,NA,NA
92.5,-80.5,NA,NA
92.5,-79.5,NA,NA
92.5,-78.5,NA,NA
92.5,-77.5,NA,NA
92.5,-76.5,NA,NA
92.5,-75.5,NA,NA
92.5,-74.5,NA,NA
92.5,-73.5,NA,NA
92.5,-72.5,NA,NA
92.5,-71.5,NA,NA
92.5,-70.5,NA,NA
92.5,-69.5,NA,NA
92.5,-68.5,NA,NA
92.5,-67.5,NA,NA
92.5,-66.5,87.5,62.5
92.5,-65.5,70,80
92.5,-64.5,60,80
92.5,-63.5,60,80
92.5,-62.5,50,80
92.5,-61.5,60,80
92.5,-60.5,60,70
92.5,-59.5,60,70
92.5,-58.5,80,80
92.5,-57.5,70,60
92.5,-56.5,60,80
92.5,-55.5,90,80
92.5,-54.5,90,80
92.5,-53.5,80,90
92.5,-52.5,90,90
92.5,-51.5,90,80
92.5,-50.5,90,80
92.5,-49.5,90,80
92.5,-48.5,90,90
92.5,-47.5,70,90
92.5,-46.5,70,80
92.5,-45.5,60,90
92.5,-44.5,90,90
92.5,-43.5,80,90
92.5,-42.5,100,100
92.5,-41.5,80,90
92.5,-40.5,60,90
92.5,-39.5,50,90
92.5,-38.5,90,100
92.5,-37.5,80,100
92.5,-36.5,90,100
92.5,-35.5,90,100
92.5,-34.5,100,100
92.5,-33.5,100,100
92.5,-32.5,100,100
92.5,-31.5,100,100
92.5,-30.5,100,100
92.5,-29.5,100,100
92.5,-28.5,100,100
92.5,-27.5,100,100
92.5,-26.5,90,100
92.5,-25.5,90,100
92.5,-24.5,80,100
92.5,-23.5,70,70
92.5,-22.5,70,50
92.5,-21.5,60,50
92.5,-20.5,80,50
92.5,-19.5,80,50
92.5,-18.5,90,50
92.5,-17.5,90,50
92.5,-16.5,100,50
92.5,-15.5,100,70
92.5,-14.5,100,90
92.5,-13.5,100,100
92.5,-12.5,100,100
92.5,-11.5,100,100
92.5,-10.5,100,100
92.5,-9.5,100,100
92.5,-8.5,100,100
92.5,-7.5,100,100
92.5,-6.5,100,100
92.5,-5.5,100,90
92.5,-4.5,100,100
92.5,-3.5,90,90
92.5,-2.5,100,90
92.5,-1.5,100,90
92.5,-0.5,100,90
92.5,0.5,100,90
92.5,1.5,100,100
92.5,2.5,90,90
92.5,3.5,100,90
92.5,4.5,90,100
92.5,5.5,90,100
92.5,6.5,90,100
92.5,7.5,90,90
92.5,8.5,90,100
92.5,9.5,90,100
92.5,10.5,90,100
92.5,11.5,80,100
92.5,12.5,60,100
92.5,13.5,70,100
92.5,14.5,70,100
92.5,15.5,80,100
92.5,16.5,80,80
92.5,17.5,70,80
92.5,18.5,60,80
92.5,19.5,60,80
92.5,20.5,100,100
92.5,21.5,NA,NA
92.5,22.5,NA,NA
92.5,23.5,NA,NA
92.5,24.5,NA,NA
92.5,25.5,NA,NA
92.5,26.5,NA,NA
92.5,27.5,NA,NA
92.5,28.5,NA,NA
92.5,29.5,NA,NA
92.5,30.5,NA,NA
92.5,31.5,NA,NA
92.5,32.5,NA,NA
92.5,33.5,NA,NA
92.5,34.5,NA,NA
92.5,35.5,NA,NA
92.5,36.5,NA,NA
92.5,37.5,NA,NA
92.5,38.5,NA,NA
92.5,39.5,NA,NA
92.5,40.5,NA,NA
92.5,41.5,NA,NA
92.5,42.5,NA,NA
92.5,43.5,NA,NA
92.5,44.5,NA,NA
92.5,45.5,NA,NA
92.5,46.5,NA,NA
92.5,47.5,NA,NA
92.5,48.5,NA,NA
92.5,49.5,NA,NA
92.5,50.5,NA,NA
92.5,51.5,NA,NA
92.5,52.5,NA,NA
92.5,53.5,NA,NA
92.5,54.5,NA,NA
92.5,55.5,NA,NA
92.5,56.5,NA,NA
92.5,57.5,NA,NA
92.5,58.5,NA,NA
92.5,59.5,NA,NA
92.5,60.5,NA,NA
92.5,61.5,NA,NA
92.5,62.5,NA,NA
92.5,63.5,NA,NA
92.5,64.5,NA,NA
92.5,65.5,NA,NA
92.5,66.5,NA,NA
92.5,67.5,NA,NA
92.5,68.5,NA,NA
92.5,69.5,NA,NA
92.5,70.5,NA,NA
92.5,71.5,NA,NA
92.5,72.5,NA,NA
92.5,73.5,NA,NA
92.5,74.5,NA,NA
92.5,75.5,100,100
92.5,76.5,80,90
92.5,77.5,70,80
92.5,78.5,60,70
92.5,79.5,100,100
92.5,80.5,50,50
92.5,81.5,60,50
92.5,82.5,60,50
92.5,83.5,60,50
92.5,84.5,60,60
92.5,85.5,60,60
92.5,86.5,70,60
92.5,87.5,80,60
92.5,88.5,80,70
92.5,89.5,70,90
93.5,-89.5,NA,NA
93.5,-88.5,NA,NA
93.5,-87.5,NA,NA
93.5,-86.5,NA,NA
93.5,-85.5,NA,NA
93.5,-84.5,NA,NA
93.5,-83.5,NA,NA
93.5,-82.5,NA,NA
93.5,-81.5,NA,NA
93.5,-80.5,NA,NA
93.5,-79.5,NA,NA
93.5,-78.5,NA,NA
93.5,-77.5,NA,NA
93.5,-76.5,NA,NA
93.5,-75.5,NA,NA
93.5,-74.5,NA,NA
93.5,-73.5,NA,NA
93.5,-72.5,NA,NA
93.5,-71.5,NA,NA
93.5,-70.5,NA,NA
93.5,-69.5,NA,NA
93.5,-68.5,NA,NA
93.5,-67.5,NA,NA
93.5,-66.5,75,50
93.5,-65.5,60,80
93.5,-64.5,60,80
93.5,-63.5,60,80
93.5,-62.5,60,80
93.5,-61.5,60,80
93.5,-60.5,60,70
93.5,-59.5,60,70
93.5,-58.5,70,70
93.5,-57.5,70,60
93.5,-56.5,60,80
93.5,-55.5,80,80
93.5,-54.5,80,80
93.5,-53.5,90,90
93.5,-52.5,100,90
93.5,-51.5,100,80
93.5,-50.5,90,80
93.5,-49.5,90,90
93.5,-48.5,90,90
93.5,-47.5,80,80
93.5,-46.5,80,90
93.5,-45.5,80,90
93.5,-44.5,90,100
93.5,-43.5,90,90
93.5,-42.5,100,90
93.5,-41.5,70,90
93.5,-40.5,60,90
93.5,-39.5,70,90
93.5,-38.5,100,100
93.5,-37.5,80,100
93.5,-36.5,90,100
93.5,-35.5,90,100
93.5,-34.5,100,100
93.5,-33.5,100,100
93.5,-32.5,100,100
93.5,-31.5,100,100
93.5,-30.5,100,100
93.5,-29.5,100,100
93.5,-28.5,100,100
93.5,-27.5,100,100
93.5,-26.5,90,100
93.5,-25.5,80,100
93.5,-24.5,70,100
93.5,-23.5,60,70
93.5,-22.5,60,50
93.5,-21.5,60,50
93.5,-20.5,70,50
93.5,-19.5,70,50
93.5,-18.5,90,50
93.5,-17.5,100,50
93.5,-16.5,100,50
93.5,-15.5,100,90
93.5,-14.5,100,90
93.5,-13.5,90,100
93.5,-12.5,100,100
93.5,-11.5,90,100
93.5,-10.5,90,100
93.5,-9.5,100,100
93.5,-8.5,100,100
93.5,-7.5,100,90
93.5,-6.5,100,90
93.5,-5.5,100,100
93.5,-4.5,100,90
93.5,-3.5,100,90
93.5,-2.5,100,90
93.5,-1.5,90,90
93.5,-0.5,100,90
93.5,0.5,100,90
93.5,1.5,100,90
93.5,2.5,90,90
93.5,3.5,80,80
93.5,4.5,90,100
93.5,5.5,90,90
93.5,6.5,80,100
93.5,7.5,70,90
93.5,8.5,100,90
93.5,9.5,80,90
93.5,10.5,80,100
93.5,11.5,70,90
93.5,12.5,70,90
93.5,13.5,70,100
93.5,14.5,80,100
93.5,15.5,80,100
93.5,16.5,70,100
93.5,17.5,50,80
93.5,18.5,60,90
93.5,19.5,100,100
93.5,20.5,100,100
93.5,21.5,NA,NA
93.5,22.5,NA,NA
93.5,23.5,NA,NA
93.5,24.5,NA,NA
93.5,25.5,NA,NA
93.5,26.5,NA,NA
93.5,27.5,NA,NA
93.5,28.5,NA,NA
93.5,29.5,NA,NA
93.5,30.5,NA,NA
93.5,31.5,NA,NA
93.5,32.5,NA,NA
93.5,33.5,NA,NA
93.5,34.5,NA,NA
93.5,35.5,NA,NA
93.5,36.5,NA,NA
93.5,37.5,NA,NA
93.5,38.5,NA,NA
93.5,39.5,NA,NA
93.5,40.5,NA,NA
93.5,41.5,NA,NA
93.5,42.5,NA,NA
93.5,43.5,NA,NA
93.5,44.5,NA,NA
93.5,45.5,NA,NA
93.5,46.5,NA,NA
93.5,47.5,NA,NA
93.5,48.5,NA,NA
93.5,49.5,NA,NA
93.5,50.5,NA,NA
93.5,51.5,NA,NA
93.5,52.5,NA,NA
93.5,53.5,NA,NA
93.5,54.5,NA,NA
93.5,55.5,NA,NA
93.5,56.5,NA,NA
93.5,57.5,NA,NA
93.5,58.5,NA,NA
93.5,59.5,NA,NA
93.5,60.5,NA,NA
93.5,61.5,NA,NA
93.5,62.5,NA,NA
93.5,63.5,NA,NA
93.5,64.5,NA,NA
93.5,65.5,NA,NA
93.5,66.5,NA,NA
93.5,67.5,NA,NA
93.5,68.5,NA,NA
93.5,69.5,NA,NA
93.5,70.5,NA,NA
93.5,71.5,NA,NA
93.5,72.5,NA,NA
93.5,73.5,NA,NA
93.5,74.5,NA,NA
93.5,75.5,100,100
93.5,76.5,100,100
93.5,77.5,60,80
93.5,78.5,70,70
93.5,79.5,100,100
93.5,80.5,100,100
93.5,81.5,60,50
93.5,82.5,60,50
93.5,83.5,60,50
93.5,84.5,60,60
93.5,85.5,60,60
93.5,86.5,70,60
93.5,87.5,80,60
93.5,88.5,80,70
93.5,89.5,70,90
94.5,-89.5,NA,NA
94.5,-88.5,NA,NA
94.5,-87.5,NA,NA
94.5,-86.5,NA,NA
94.5,-85.5,NA,NA
94.5,-84.5,NA,NA
94.5,-83.5,NA,NA
94.5,-82.5,NA,NA
94.5,-81.5,NA,NA
94.5,-80.5,NA,NA
94.5,-79.5,NA,NA
94.5,-78.5,NA,NA
94.5,-77.5,NA,NA
94.5,-76.5,NA,NA
94.5,-75.5,NA,NA
94.5,-74.5,NA,NA
94.5,-73.5,NA,NA
94.5,-72.5,NA,NA
94.5,-71.5,NA,NA
94.5,-70.5,NA,NA
94.5,-69.5,NA,NA
94.5,-68.5,NA,NA
94.5,-67.5,NA,NA
94.5,-66.5,62.5,50
94.5,-65.5,50,60
94.5,-64.5,60,80
94.5,-63.5,60,90
94.5,-62.5,60,80
94.5,-61.5,60,80
94.5,-60.5,60,70
94.5,-59.5,60,70
94.5,-58.5,70,70
94.5,-57.5,70,60
94.5,-56.5,70,80
94.5,-55.5,80,80
94.5,-54.5,80,80
94.5,-53.5,80,80
94.5,-52.5,90,80
94.5,-51.5,100,80
94.5,-50.5,80,80
94.5,-49.5,100,90
94.5,-48.5,90,80
94.5,-47.5,90,80
94.5,-46.5,90,90
94.5,-45.5,80,90
94.5,-44.5,80,90
94.5,-43.5,100,100
94.5,-42.5,90,90
94.5,-41.5,60,90
94.5,-40.5,70,90
94.5,-39.5,80,90
94.5,-38.5,80,100
94.5,-37.5,100,100
94.5,-36.5,90,100
94.5,-35.5,90,100
94.5,-34.5,100,100
94.5,-33.5,100,100
94.5,-32.5,100,100
94.5,-31.5,100,100
94.5,-30.5,100,100
94.5,-29.5,100,90
94.5,-28.5,100,100
94.5,-27.5,100,100
94.5,-26.5,100,100
94.5,-25.5,80,100
94.5,-24.5,70,100
94.5,-23.5,60,60
94.5,-22.5,50,50
94.5,-21.5,50,50
94.5,-20.5,70,50
94.5,-19.5,70,50
94.5,-18.5,80,50
94.5,-17.5,100,50
94.5,-16.5,100,50
94.5,-15.5,100,90
94.5,-14.5,100,90
94.5,-13.5,90,100
94.5,-12.5,100,100
94.5,-11.5,100,100
94.5,-10.5,100,100
94.5,-9.5,100,100
94.5,-8.5,100,100
94.5,-7.5,100,100
94.5,-6.5,100,90
94.5,-5.5,100,90
94.5,-4.5,100,90
94.5,-3.5,100,90
94.5,-2.5,100,90
94.5,-1.5,100,90
94.5,-0.5,100,90
94.5,0.5,100,90
94.5,1.5,90,90
94.5,2.5,100,90
94.5,3.5,90,80
94.5,4.5,80,90
94.5,5.5,80,100
94.5,6.5,80,90
94.5,7.5,60,90
94.5,8.5,90,100
94.5,9.5,80,100
94.5,10.5,80,100
94.5,11.5,80,100
94.5,12.5,80,100
94.5,13.5,50,100
94.5,14.5,70,100
94.5,15.5,50,100
94.5,16.5,66.66666666666666,100
94.5,17.5,100,66.66666666666666
94.5,18.5,100,100
94.5,19.5,NA,NA
94.5,20.5,NA,NA
94.5,21.5,NA,NA
94.5,22.5,NA,NA
94.5,23.5,NA,NA
94.5,24.5,NA,NA
94.5,25.5,NA,NA
94.5,26.5,NA,NA
94.5,27.5,NA,NA
94.5,28.5,NA,NA
94.5,29.5,NA,NA
94.5,30.5,NA,NA
94.5,31.5,NA,NA
94.5,32.5,NA,NA
94.5,33.5,NA,NA
94.5,34.5,NA,NA
94.5,35.5,NA,NA
94.5,36.5,NA,NA
94.5,37.5,NA,NA
94.5,38.5,NA,NA
94.5,39.5,NA,NA
94.5,40.5,NA,NA
94.5,41.5,NA,NA
94.5,42.5,NA,NA
94.5,43.5,NA,NA
94.5,44.5,NA,NA
94.5,45.5,NA,NA
94.5,46.5,NA,NA
94.5,47.5,NA,NA
94.5,48.5,NA,NA
94.5,49.5,NA,NA
94.5,50.5,NA,NA
94.5,51.5,NA,NA
94.5,52.5,NA,NA
94.5,53.5,NA,NA
94.5,54.5,NA,NA
94.5,55.5,NA,NA
94.5,56.5,NA,NA
94.5,57.5,NA,NA
94.5,58.5,NA,NA
94.5,59.5,NA,NA
94.5,60.5,NA,NA
94.5,61.5,NA,NA
94.5,62.5,NA,NA
94.5,63.5,NA,NA
94.5,64.5,NA,NA
94.5,65.5,NA,NA
94.5,66.5,NA,NA
94.5,67.5,NA,NA
94.5,68.5,NA,NA
94.5,69.5,NA,NA
94.5,70.5,NA,NA
94.5,71.5,NA,NA
94.5,72.5,NA,NA
94.5,73.5,NA,NA
94.5,74.5,NA,NA
94.5,75.5,NA,NA
94.5,76.5,100,100
94.5,77.5,60,80
94.5,78.5,70,80
94.5,79.5,100,100
94.5,80.5,100,100
94.5,81.5,62.5,50
94.5,82.5,60,50
94.5,83.5,60,50
94.5,84.5,60,60
94.5,85.5,60,60
94.5,86.5,70,60
94.5,87.5,80,60
94.5,88.5,80,70
94.5,89.5,70,90
95.5,-89.5,NA,NA
95.5,-88.5,NA,NA
95.5,-87.5,NA,NA
95.5,-86.5,NA,NA
95.5,-85.5,NA,NA
95.5,-84.5,NA,NA
95.5,-83.5,NA,NA
95.5,-82.5,NA,NA
95.5,-81.5,NA,NA
95.5,-80.5,NA,NA
95.5,-79.5,NA,NA
95.5,-78.5,NA,NA
95.5,-77.5,NA,NA
95.5,-76.5,NA,NA
95.5,-75.5,NA,NA
95.5,-74.5,NA,NA
95.5,-73.5,NA,NA
95.5,-72.5,NA,NA
95.5,-71.5,NA,NA
95.5,-70.5,NA,NA
95.5,-69.5,NA,NA
95.5,-68.5,NA,NA
95.5,-67.5,NA,NA
95.5,-66.5,66.66666666666666,66.66666666666666
95.5,-65.5,50,50
95.5,-64.5,70,90
95.5,-63.5,60,90
95.5,-62.5,60,80
95.5,-61.5,60,80
95.5,-60.5,70,70
95.5,-59.5,60,70
95.5,-58.5,70,70
95.5,-57.5,70,60
95.5,-56.5,70,80
95.5,-55.5,90,80
95.5,-54.5,90,90
95.5,-53.5,80,90
95.5,-52.5,90,80
95.5,-51.5,90,80
95.5,-50.5,90,90
95.5,-49.5,100,90
95.5,-48.5,80,80
95.5,-47.5,90,90
95.5,-46.5,100,80
95.5,-45.5,90,90
95.5,-44.5,80,90
95.5,-43.5,100,100
95.5,-42.5,70,90
95.5,-41.5,50,90
95.5,-40.5,70,90
95.5,-39.5,80,100
95.5,-38.5,70,100
95.5,-37.5,90,100
95.5,-36.5,90,100
95.5,-35.5,100,100
95.5,-34.5,100,100
95.5,-33.5,100,100
95.5,-32.5,100,100
95.5,-31.5,100,100
95.5,-30.5,100,100
95.5,-29.5,100,100
95.5,-28.5,100,100
95.5,-27.5,100,100
95.5,-26.5,100,100
95.5,-25.5,80,100
95.5,-24.5,70,100
95.5,-23.5,60,60
95.5,-22.5,50,50
95.5,-21.5,60,50
95.5,-20.5,70,50
95.5,-19.5,90,50
95.5,-18.5,90,50
95.5,-17.5,90,50
95.5,-16.5,100,60
95.5,-15.5,100,90
95.5,-14.5,100,90
95.5,-13.5,100,100
95.5,-12.5,100,100
95.5,-11.5,100,100
95.5,-10.5,90,100
95.5,-9.5,100,100
95.5,-8.5,100,80
95.5,-7.5,100,90
95.5,-6.5,100,90
95.5,-5.5,100,90
95.5,-4.5,100,90
95.5,-3.5,90,90
95.5,-2.5,100,90
95.5,-1.5,100,90
95.5,-0.5,100,90
95.5,0.5,100,90
95.5,1.5,90,90
95.5,2.5,100,100
95.5,3.5,100,100
95.5,4.5,75,87.5
95.5,5.5,66.66666666666666,100
95.5,6.5,80,80
95.5,7.5,70,80
95.5,8.5,90,90
95.5,9.5,80,90
95.5,10.5,80,100
95.5,11.5,100,100
95.5,12.5,70,90
95.5,13.5,60,90
95.5,14.5,60,90
95.5,15.5,80,100
95.5,16.5,66.66666666666666,100
95.5,17.5,NA,NA
95.5,18.5,NA,NA
95.5,19.5,NA,NA
95.5,20.5,NA,NA
95.5,21.5,NA,NA
95.5,22.5,NA,NA
95.5,23.5,NA,NA
95.5,24.5,NA,NA
95.5,25.5,NA,NA
95.5,26.5,NA,NA
95.5,27.5,NA,NA
95.5,28.5,NA,NA
95.5,29.5,NA,NA
95.5,30.5,NA,NA
95.5,31.5,NA,NA
95.5,32.5,NA,NA
95.5,33.5,NA,NA
95.5,34.5,NA,NA
95.5,35.5,NA,NA
95.5,36.5,NA,NA
95.5,37.5,NA,NA
95.5,38.5,NA,NA
95.5,39.5,NA,NA
95.5,40.5,NA,NA
95.5,41.5,NA,NA
95.5,42.5,NA,NA
95.5,43.5,NA,NA
95.5,44.5,NA,NA
95.5,45.5,NA,NA
95.5,46.5,NA,NA
95.5,47.5,NA,NA
95.5,48.5,NA,NA
95.5,49.5,NA,NA
95.5,50.5,NA,NA
95.5,51.5,NA,NA
95.5,52.5,NA,NA
95.5,53.5,NA,NA
95.5,54.5,NA,NA
95.5,55.5,NA,NA
95.5,56.5,NA,NA
95.5,57.5,NA,NA
95.5,58.5,NA,NA
95.5,59.5,NA,NA
95.5,60.5,NA,NA
95.5,61.5,NA,NA
95.5,62.5,NA,NA
95.5,63.5,NA,NA
95.5,64.5,NA,NA
95.5,65.5,NA,NA
95.5,66.5,NA,NA
95.5,67.5,NA,NA
95.5,68.5,NA,NA
95.5,69.5,NA,NA
95.5,70.5,NA,NA
95.5,71.5,NA,NA
95.5,72.5,NA,NA
95.5,73.5,NA,NA
95.5,74.5,NA,NA
95.5,75.5,NA,NA
95.5,76.5,100,100
95.5,77.5,70,80
95.5,78.5,60,70
95.5,79.5,100,100
95.5,80.5,NA,NA
95.5,81.5,62.5,50
95.5,82.5,60,50
95.5,83.5,60,50
95.5,84.5,60,60
95.5,85.5,60,60
95.5,86.5,70,60
95.5,87.5,80,60
95.5,88.5,80,70
95.5,89.5,70,90
96.5,-89.5,NA,NA
96.5,-88.5,NA,NA
96.5,-87.5,NA,NA
96.5,-86.5,NA,NA
96.5,-85.5,NA,NA
96.5,-84.5,NA,NA
96.5,-83.5,NA,NA
96.5,-82.5,NA,NA
96.5,-81.5,NA,NA
96.5,-80.5,NA,NA
96.5,-79.5,NA,NA
96.5,-78.5,NA,NA
96.5,-77.5,NA,NA
96.5,-76.5,NA,NA
96.5,-75.5,NA,NA
96.5,-74.5,NA,NA
96.5,-73.5,NA,NA
96.5,-72.5,NA,NA
96.5,-71.5,NA,NA
96.5,-70.5,NA,NA
96.5,-69.5,NA,NA
96.5,-68.5,NA,NA
96.5,-67.5,NA,NA
96.5,-66.5,NA,NA
96.5,-65.5,75,75
96.5,-64.5,70,100
96.5,-63.5,60,90
96.5,-62.5,60,80
96.5,-61.5,60,80
96.5,-60.5,60,70
96.5,-59.5,60,70
96.5,-58.5,70,70
96.5,-57.5,70,60
96.5,-56.5,70,80
96.5,-55.5,80,80
96.5,-54.5,90,90
96.5,-53.5,90,80
96.5,-52.5,90,80
96.5,-51.5,100,80
96.5,-50.5,90,80
96.5,-49.5,100,90
96.5,-48.5,80,80
96.5,-47.5,90,80
96.5,-46.5,100,80
96.5,-45.5,80,90
96.5,-44.5,80,90
96.5,-43.5,100,100
96.5,-42.5,60,90
96.5,-41.5,50,90
96.5,-40.5,70,90
96.5,-39.5,80,90
96.5,-38.5,80,100
96.5,-37.5,100,100
96.5,-36.5,90,100
96.5,-35.5,100,100
96.5,-34.5,100,100
96.5,-33.5,100,100
96.5,-32.5,100,100
96.5,-31.5,100,100
96.5,-30.5,100,100
96.5,-29.5,100,100
96.5,-28.5,100,100
96.5,-27.5,90,100
96.5,-26.5,80,100
96.5,-25.5,80,100
96.5,-24.5,60,100
96.5,-23.5,60,60
96.5,-22.5,60,50
96.5,-21.5,70,50
96.5,-20.5,80,50
96.5,-19.5,90,50
96.5,-18.5,90,50
96.5,-17.5,90,50
96.5,-16.5,100,80
96.5,-15.5,90,90
96.5,-14.5,100,90
96.5,-13.5,100,100
96.5,-12.5,90,100
96.5,-11.5,100,100
96.5,-10.5,90,100
96.5,-9.5,100,80
96.5,-8.5,100,80
96.5,-7.5,100,70
96.5,-6.5,100,100
96.5,-5.5,100,90
96.5,-4.5,100,90
96.5,-3.5,100,90
96.5,-2.5,90,90
96.5,-1.5,90,90
96.5,-0.5,90,90
96.5,0.5,90,90
96.5,1.5,100,90
96.5,2.5,87.5,87.5
96.5,3.5,62.5,87.5
96.5,4.5,NA,NA
96.5,5.5,100,100
96.5,6.5,80,80
96.5,7.5,60,80
96.5,8.5,70,80
96.5,9.5,80,90
96.5,10.5,80,80
96.5,11.5,100,80
96.5,12.5,70,90
96.5,13.5,60,90
96.5,14.5,50,80
96.5,15.5,60,80
96.5,16.5,100,100
96.5,17.5,66.66666666666666,100
96.5,18.5,NA,NA
96.5,19.5,NA,NA
96.5,20.5,NA,NA
96.5,21.5,NA,NA
96.5,22.5,NA,NA
96.5,23.5,NA,NA
96.5,24.5,NA,NA
96.5,25.5,NA,NA
96.5,26.5,NA,NA
96.5,27.5,NA,NA
96.5,28.5,NA,NA
96.5,29.5,NA,NA
96.5,30.5,NA,NA
96.5,31.5,NA,NA
96.5,32.5,NA,NA
96.5,33.5,NA,NA
96.5,34.5,NA,NA
96.5,35.5,NA,NA
96.5,36.5,NA,NA
96.5,37.5,NA,NA
96.5,38.5,NA,NA
96.5,39.5,NA,NA
96.5,40.5,NA,NA
96.5,41.5,NA,NA
96.5,42.5,NA,NA
96.5,43.5,NA,NA
96.5,44.5,NA,NA
96.5,45.5,NA,NA
96.5,46.5,NA,NA
